sample_id,source_id,replicate,replicate_count,repeated_sample,batch,tissue,brain_region,hemisphere,region_level_1,region_level_2,region_level_3,RIN,source_RIN,molecular_source,input_cell_count,assay_kit,sequencing_end,sequencing_length,sequencing_instrument,organism_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,self_reported_ethnicity_ontology_term_id,disease_ontology_term_id,tissue_ontology_term_id,cell_type_ontology_term_id,assay_ontology_term_id,suspension_type,DV200,pm_PH,donor_id,dataset_id,assay,data_protocol
BN0536,BN0536,rep1,1,0,batch4,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.8,8.8,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN0602,BN0602,rep1,1,0,batch3,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,7.7,7.7,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN0615,BN0615,rep1,1,0,batch5,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.5,9.5,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN0635,BN0635,rep1,1,0,batch6,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.5,8.5,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN0644,BN0644,rep1,1,0,batch3,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.8,9.8,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN0651,BN0651,rep1,1,0,batch4,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.3,9.3,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN0655,BN0655,rep1,1,0,batch4,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.9,8.9,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN0662,BN0662,rep1,1,0,batch5,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.4,9.4,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN0704,BN0704,rep1,1,0,batch6,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.7,9.7,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN0737,BN0737,rep1,1,0,batch7,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.2,9.2,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN0746,BN0746,rep1,1,0,batch8,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.5,9.5,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN0855,BN0855,rep1,1,0,batch27,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.4,9.4,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN0934,BN0934,rep1,2,0,batch5,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.7,9.7,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN0934,BN0934,rep2,2,1,batch26,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.7,9.7,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN0952,BN0952,rep1,1,0,batch7,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.5,9.5,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1022,BN1022,rep1,1,0,batch11,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,6.8,6.8,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1076,BN1076,rep1,2,0,batch7,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.8,8.8,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1076,BN1076,rep2,2,1,batch26,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.8,8.8,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1128,BN1128,rep1,1,0,batch5,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.6,8.6,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1144,BN1144,rep1,1,0,batch13,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.6,9.6,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1160,BN1160,rep1,1,0,batch6,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.7,9.7,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1204,BN1204,rep1,1,0,batch30,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,7.5,7.5,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1206,BN1206,rep1,1,0,batch16,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.6,9.6,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1221,BN1221,rep1,1,0,batch14,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.2,8.2,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1266,BN1266,rep1,1,0,batch31,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8,8,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1305,BN1305,rep1,1,0,batch8,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.6,9.6,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1308,BN1308,rep1,1,0,batch8,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.7,9.7,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1317,BN1317,rep1,1,0,batch31,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,7.6,7.6,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1339,BN1339,rep1,1,0,batch8,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.6,9.6,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1340,BN1340,rep1,1,0,batch15,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.7,9.7,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1351,BN1351,rep1,1,0,batch12,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.3,9.3,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1361,BN1361,rep1,1,0,batch11,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,10,10,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1412,BN1412,rep1,1,0,batch11,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.4,9.4,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1424,BN1424,rep1,1,0,batch13,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.9,9.9,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1430,BN1430,rep1,1,0,batch17,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.6,9.6,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1504,BN1504,rep1,1,0,batch6,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,7.8,7.8,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1506,BN1506,rep1,1,0,batch12,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.9,8.9,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1518,BN1518,rep1,1,0,batch27,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,10,10,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1535,BN1535,rep1,1,0,batch14,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.4,9.4,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1546,BN1546,rep1,1,0,batch18,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.5,9.5,PolyA RNA,42746,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1554,BN1554,rep1,1,0,batch13,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.4,9.4,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1567,BN1567,rep1,1,0,batch15,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.8,8.8,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1578,BN1578,rep1,1,0,batch19,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.4,9.4,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1585,BN1585,rep1,1,0,batch16,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.4,9.4,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1614,BN1614,rep1,1,0,batch14,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.6,8.6,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1644,BN1644,rep1,1,0,batch15,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9,9,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1719,BN1719,rep1,1,0,batch21,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.4,9.4,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1722,BN1722,rep1,1,0,batch17,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.4,9.4,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1726,BN1726,rep1,1,0,batch18,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.7,9.7,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1730,BN1730,rep1,1,0,batch30,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,7.5,7.5,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1737,BN1737,rep1,1,0,batch12,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.6,8.6,PolyA RNA,45000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1741,BN1741,rep1,1,0,batch19,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,10,10,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1747,BN1747,rep1,1,0,batch16,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.9,9.9,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1749,BN1749,rep1,1,0,batch17,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.4,9.4,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1752,BN1752,rep1,1,0,batch20,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,7.4,7.4,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1756,BN1756,rep1,1,0,batch18,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.6,8.6,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1762,BN1762,rep1,1,0,batch31,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,7.3,7.3,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1805,BN1805,rep1,1,0,batch19,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.9,9.9,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1809,BN1809,rep1,1,0,batch20,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,6.3,6.3,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
